nam,ten_truong,ma_goc,ten_nganh,diem_chuan,to_hop_mon,he_dao_tao,yeu_cau_phu,phan_hieu,doi_tuong,ma_nganh,ghi_chu,university_id
2024,Đại học Y khoa Phạm Ngọc Thạch,7720701,Y tế công cộng,21.35,B03,dai_tra,khong,co_so_chinh,toan_quoc,7720701,,301
2025,Đại học Y khoa Phạm Ngọc Thạch,7720701,Y tế công cộng,18.0,A00,dai_tra,khong,co_so_chinh,toan_quoc,7720701,,301
2025,Đại học Y khoa Phạm Ngọc Thạch,7720701,Y tế công cộng,18.0,B00,dai_tra,khong,co_so_chinh,toan_quoc,7720701,,301
2025,Đại học Y khoa Phạm Ngọc Thạch,7720701,Y tế công cộng,18.0,B03,dai_tra,khong,co_so_chinh,toan_quoc,7720701,,301
2025,Đại học Y khoa Phạm Ngọc Thạch,7720701,Y tế công cộng,18.0,B08,dai_tra,khong,co_so_chinh,toan_quoc,7720701,,301
2018,Đại học Y khoa Phạm Ngọc Thạch,7720701,Y tế công cộng,18.5,B00,dai_tra,khong,co_so_chinh,ho_khau_hcm,7720701TP,Thí sinh có hộ khẩu tại TPHCM,301
2019,Đại học Y khoa Phạm Ngọc Thạch,7720701,Y tế công cộng,18.3,B00,dai_tra,khong,co_so_chinh,ho_khau_hcm,7720701TP,NN >= 4.4; ĐTB12 >= 8.2; VA >= 5; TTNV <= 2; mã ngành TP dành cho thí sinh có HK tại TP HCM,301
2020,Đại học Y khoa Phạm Ngọc Thạch,7720701,Y tế công cộng,20.4,B00,dai_tra,khong,co_so_chinh,ho_khau_hcm,7720701TP,,301
2021,Đại học Y khoa Phạm Ngọc Thạch,7720701,Y tế công cộng,23.15,B00,dai_tra,khong,co_so_chinh,ho_khau_hcm,7720701TP,NN>=7.4;DTB12 >=8.6;VA >=7;TTNV <=3,301
2022,Đại học Y khoa Phạm Ngọc Thạch,7720701,Y tế công cộng,18.35,B00,dai_tra,khong,co_so_chinh,ho_khau_hcm,7720701TP,,301
2023,Đại học Y khoa Phạm Ngọc Thạch,7720701,Y tế công cộng,18.85,B00,dai_tra,khong,co_so_chinh,ho_khau_hcm,7720701TP,,301
2020,Đại học Y khoa Phạm Ngọc Thạch,7720701,Y tế công cộng,19.0,B00,dai_tra,khong,co_so_chinh,ho_khau_tinh,7720701TQ,,301
2021,Đại học Y khoa Phạm Ngọc Thạch,7720701,Y tế công cộng,21.35,B00,dai_tra,khong,co_so_chinh,ho_khau_tinh,7720701TQ,NN>=6.2;DTB12 >=7.7;VA >=7.5;TTNV <=1,301
2022,Đại học Y khoa Phạm Ngọc Thạch,7720701,Y tế công cộng,18.8,B00,dai_tra,khong,co_so_chinh,ho_khau_tinh,7720701TQ,,301
2023,Đại học Y khoa Phạm Ngọc Thạch,7720701,Y tế công cộng,18.35,B00,dai_tra,khong,co_so_chinh,ho_khau_tinh,7720701TQ,,301
2025,Khoa Y Dược - Đại học Đà Nẵng,7310401,Tâm lý học,17.7,B00,dai_tra,khong,co_so_chinh,toan_quoc,7310401,,312
2025,Khoa Y Dược - Đại học Đà Nẵng,7310401,Tâm lý học,17.7,B03,dai_tra,khong,co_so_chinh,toan_quoc,7310401,,312
2025,Khoa Y Dược - Đại học Đà Nẵng,7310401,Tâm lý học,17.7,B08,dai_tra,khong,co_so_chinh,toan_quoc,7310401,,312
2025,Khoa Y Dược - Đại học Đà Nẵng,7310401,Tâm lý học,17.7,D01,dai_tra,khong,co_so_chinh,toan_quoc,7310401,,312
2018,Khoa Y Dược - Đại học Đà Nẵng,7720101,Y khoa,22.15,B00,dai_tra,khong,co_so_chinh,toan_quoc,7720101,TO >= 6.4;SI >= 7.75;HO >= 7.25; TTNV <= 3,312
2019,Khoa Y Dược - Đại học Đà Nẵng,7720101,Y khoa,23.8,B00,dai_tra,khong,co_so_chinh,toan_quoc,7720101,"Điều kiện phụ: TO >= 7.8, SI >= 7.75, HO >= 7.5, TTNV <= 3",312
2020,Khoa Y Dược - Đại học Đà Nẵng,7720101,Y khoa,26.5,B00,dai_tra,khong,co_so_chinh,toan_quoc,7720101,,312
2021,Khoa Y Dược - Đại học Đà Nẵng,7720101,Y khoa,26.55,B00,dai_tra,khong,co_so_chinh,toan_quoc,7720101,TO>=9; SI >=8;TTNV <=3,312
2021,Khoa Y Dược - Đại học Đà Nẵng,7720101,Y khoa,26.55,B08,dai_tra,khong,co_so_chinh,toan_quoc,7720101,TO>=9; SI >=8;TTNV <=3,312
2022,Khoa Y Dược - Đại học Đà Nẵng,7720101,Y khoa,25.45,B00,dai_tra,khong,co_so_chinh,toan_quoc,7720101,,312
2023,Khoa Y Dược - Đại học Đà Nẵng,7720101,Y khoa,25.05,B00,dai_tra,khong,co_so_chinh,toan_quoc,7720101,,312
2023,Khoa Y Dược - Đại học Đà Nẵng,7720101,Y khoa,25.05,B08,dai_tra,khong,co_so_chinh,toan_quoc,7720101,,312
2024,Khoa Y Dược - Đại học Đà Nẵng,7720101,Y khoa,25.55,B00,dai_tra,khong,co_so_chinh,toan_quoc,7720101,,312
2024,Khoa Y Dược - Đại học Đà Nẵng,7720101,Y khoa,25.55,B08,dai_tra,khong,co_so_chinh,toan_quoc,7720101,,312
2025,Khoa Y Dược - Đại học Đà Nẵng,7720101,Y khoa,23.0,B00,dai_tra,khong,co_so_chinh,toan_quoc,7720101,,312
2025,Khoa Y Dược - Đại học Đà Nẵng,7720101,Y khoa,23.0,B08,dai_tra,khong,co_so_chinh,toan_quoc,7720101,,312
2021,Khoa Y Dược - Đại học Đà Nẵng,7720201,Dược học,25.95,A00,dai_tra,khong,co_so_chinh,toan_quoc,7720201,TO>=8.2; HO >=8.25;TTNV <=2,312
2021,Khoa Y Dược - Đại học Đà Nẵng,7720201,Dược học,25.95,B00,dai_tra,khong,co_so_chinh,toan_quoc,7720201,TO>=8.2; HO >=8.25;TTNV <=2,312
2021,Khoa Y Dược - Đại học Đà Nẵng,7720201,Dược học,25.95,D07,dai_tra,khong,co_so_chinh,toan_quoc,7720201,TO>=8.2; HO >=8.25;TTNV <=2,312
2022,Khoa Y Dược - Đại học Đà Nẵng,7720201,Dược học,24.75,A00,dai_tra,khong,co_so_chinh,toan_quoc,7720201,,312
2022,Khoa Y Dược - Đại học Đà Nẵng,7720201,Dược học,24.75,B00,dai_tra,khong,co_so_chinh,toan_quoc,7720201,,312
2023,Khoa Y Dược - Đại học Đà Nẵng,7720201,Dược học,24.56,A00,dai_tra,khong,co_so_chinh,toan_quoc,7720201,,312
2023,Khoa Y Dược - Đại học Đà Nẵng,7720201,Dược học,24.56,B00,dai_tra,khong,co_so_chinh,toan_quoc,7720201,,312
2023,Khoa Y Dược - Đại học Đà Nẵng,7720201,Dược học,24.56,D07,dai_tra,khong,co_so_chinh,toan_quoc,7720201,,312
2024,Khoa Y Dược - Đại học Đà Nẵng,7720201,Dược học,24.45,A00,dai_tra,khong,co_so_chinh,toan_quoc,7720201,,312
2024,Khoa Y Dược - Đại học Đà Nẵng,7720201,Dược học,24.45,B00,dai_tra,khong,co_so_chinh,toan_quoc,7720201,,312
2024,Khoa Y Dược - Đại học Đà Nẵng,7720201,Dược học,24.45,D07,dai_tra,khong,co_so_chinh,toan_quoc,7720201,,312
2025,Khoa Y Dược - Đại học Đà Nẵng,7720201,Dược học,19.5,A00,dai_tra,khong,co_so_chinh,toan_quoc,7720201,,312
2025,Khoa Y Dược - Đại học Đà Nẵng,7720201,Dược học,19.5,B00,dai_tra,khong,co_so_chinh,toan_quoc,7720201,,312
2025,Khoa Y Dược - Đại học Đà Nẵng,7720201,Dược học,19.5,D07,dai_tra,khong,co_so_chinh,toan_quoc,7720201,,312
2018,Khoa Y Dược - Đại học Đà Nẵng,7720201,Dược học (tổ hợp A00),21.8,A00,dai_tra,khong,co_so_chinh,toan_quoc,7720201A,TO >= 7.8;HO >= 6.75;LI >= 6.5; TTNV <= 3,312
2019,Khoa Y Dược - Đại học Đà Nẵng,7720201,Dược học (tổ hợp A00),22.55,A00,dai_tra,khong,co_so_chinh,toan_quoc,7720201A,"Điều kiện phụ: TO >= 7.8, SI >= 6.5, LI >= 8.25, TTNV <= 2",312
2020,Khoa Y Dược - Đại học Đà Nẵng,7720201,Dược học (tổ hợp A00),25.35,A00,dai_tra,khong,co_so_chinh,toan_quoc,7720201A,,312
2018,Khoa Y Dược - Đại học Đà Nẵng,7720201,Dược học (tổ hợp B00),21.45,B00,dai_tra,khong,co_so_chinh,toan_quoc,7720201B,TO >= 6.2;SI >= 7.75;HO >= 7.25; TTNV <= 1,312
2019,Khoa Y Dược - Đại học Đà Nẵng,7720201,Dược học (tổ hợp B00),22.75,B00,dai_tra,khong,co_so_chinh,toan_quoc,7720201B,"Điều kiện phụ: TO >= 8, SI >= 7.25, HO >= 7.25, TTNV <= 3",312
2020,Khoa Y Dược - Đại học Đà Nẵng,7720201,Dược học (tổ hợp B00),25.75,B00,dai_tra,khong,co_so_chinh,toan_quoc,7720201B,,312
2025,Khoa Y Dược - Đại học Đà Nẵng,7720203,Hoá dược,16.5,A00,dai_tra,khong,co_so_chinh,toan_quoc,7720203,,312
2025,Khoa Y Dược - Đại học Đà Nẵng,7720203,Hoá dược,16.5,A01,dai_tra,khong,co_so_chinh,toan_quoc,7720203,,312
2025,Khoa Y Dược - Đại học Đà Nẵng,7720203,Hoá dược,16.5,B00,dai_tra,khong,co_so_chinh,toan_quoc,7720203,,312
2025,Khoa Y Dược - Đại học Đà Nẵng,7720203,Hoá dược,16.5,D07,dai_tra,khong,co_so_chinh,toan_quoc,7720203,,312
2018,Khoa Y Dược - Đại học Đà Nẵng,7720301,Điều dưỡng,18.15,B00,dai_tra,khong,co_so_chinh,toan_quoc,7720301,TO >= 6.4;SI >= 6.5;HO >= 4.5; TTNV <= 2,312
2019,Khoa Y Dược - Đại học Đà Nẵng,7720301,Điều dưỡng,18.0,B00,dai_tra,khong,co_so_chinh,toan_quoc,7720301,"Điều kiện phụ: TO >= 6, SI >= 4, HO >= 5.25, TTNV <= 2",312
2020,Khoa Y Dược - Đại học Đà Nẵng,7720301,Điều dưỡng,19.7,B00,dai_tra,khong,co_so_chinh,toan_quoc,7720301,,312
2021,Khoa Y Dược - Đại học Đà Nẵng,7720301,Điều dưỡng,20.65,B00,dai_tra,khong,co_so_chinh,toan_quoc,7720301,TO>=7.8; SI >=5.5;TTNV <=7,312
2021,Khoa Y Dược - Đại học Đà Nẵng,7720301,Điều dưỡng,20.65,B08,dai_tra,khong,co_so_chinh,toan_quoc,7720301,TO>=7.8; SI >=5.5;TTNV <=7,312
2022,Khoa Y Dược - Đại học Đà Nẵng,7720301,Điều dưỡng,19.1,B00,dai_tra,khong,co_so_chinh,toan_quoc,7720301,,312
2023,Khoa Y Dược - Đại học Đà Nẵng,7720301,Điều dưỡng,20.95,B00,dai_tra,khong,co_so_chinh,toan_quoc,7720301,,312
2023,Khoa Y Dược - Đại học Đà Nẵng,7720301,Điều dưỡng,20.95,B08,dai_tra,khong,co_so_chinh,toan_quoc,7720301,,312
2024,Khoa Y Dược - Đại học Đà Nẵng,7720301,Điều dưỡng,22.65,B00,dai_tra,khong,co_so_chinh,toan_quoc,7720301,,312
2024,Khoa Y Dược - Đại học Đà Nẵng,7720301,Điều dưỡng,22.65,B08,dai_tra,khong,co_so_chinh,toan_quoc,7720301,,312
2025,Khoa Y Dược - Đại học Đà Nẵng,7720301,Điều dưỡng,28.8,A00,dai_tra,khong,co_so_chinh,toan_quoc,7720301,,312
2025,Khoa Y Dược - Đại học Đà Nẵng,7720301,Điều dưỡng,28.8,B00,dai_tra,khong,co_so_chinh,toan_quoc,7720301,,312
2025,Khoa Y Dược - Đại học Đà Nẵng,7720301,Điều dưỡng,28.8,B08,dai_tra,khong,co_so_chinh,toan_quoc,7720301,,312
2025,Khoa Y Dược - Đại học Đà Nẵng,7720301,Điều dưỡng,28.8,D07,dai_tra,khong,co_so_chinh,toan_quoc,7720301,,312
2018,Khoa Y Dược - Đại học Đà Nẵng,7720501,Răng- Hàm -Mặt,22.05,B00,dai_tra,khong,co_so_chinh,toan_quoc,7720501,TO >= 7.8;SI >= 6.75;HO >= 7.25; TTNV <= 4,312
2019,Khoa Y Dược - Đại học Đà Nẵng,7720501,Răng- Hàm -Mặt,23.65,B00,dai_tra,khong,co_so_chinh,toan_quoc,7720501,"Điều kiện phụ: TO >= 7.4, SI >= 7.5, HO >= 8, TTNV <= 4",312
2020,Khoa Y Dược - Đại học Đà Nẵng,7720501,Răng- Hàm -Mặt,26.45,B00,dai_tra,khong,co_so_chinh,toan_quoc,7720501,,312
2021,Khoa Y Dược - Đại học Đà Nẵng,7720501,Răng- Hàm -Mặt,26.55,B00,dai_tra,khong,co_so_chinh,toan_quoc,7720501,TO>=8.8; SI >=9;TTNV <=2,312
2021,Khoa Y Dược - Đại học Đà Nẵng,7720501,Răng- Hàm -Mặt,26.55,B08,dai_tra,khong,co_so_chinh,toan_quoc,7720501,TO>=8.8; SI >=9;TTNV <=2,312
2022,Khoa Y Dược - Đại học Đà Nẵng,7720501,Răng- Hàm -Mặt,25.7,B00,dai_tra,khong,co_so_chinh,toan_quoc,7720501,,312
2023,Khoa Y Dược - Đại học Đà Nẵng,7720501,Răng- Hàm -Mặt,25.52,B00,dai_tra,khong,co_so_chinh,toan_quoc,7720501,,312
2023,Khoa Y Dược - Đại học Đà Nẵng,7720501,Răng- Hàm -Mặt,25.52,B08,dai_tra,khong,co_so_chinh,toan_quoc,7720501,,312
2024,Khoa Y Dược - Đại học Đà Nẵng,7720501,Răng- Hàm -Mặt,25.57,B00,dai_tra,khong,co_so_chinh,toan_quoc,7720501,,312
2024,Khoa Y Dược - Đại học Đà Nẵng,7720501,Răng- Hàm -Mặt,25.57,B08,dai_tra,khong,co_so_chinh,toan_quoc,7720501,,312
2025,Khoa Y Dược - Đại học Đà Nẵng,7720501,Răng- Hàm -Mặt,23.23,B00,dai_tra,khong,co_so_chinh,toan_quoc,7720501,,312
2025,Khoa Y Dược - Đại học Đà Nẵng,7720501,Răng- Hàm -Mặt,23.23,B08,dai_tra,khong,co_so_chinh,toan_quoc,7720501,,312
2023,Khoa Y Dược - Đại học Đà Nẵng,7720601,Kỹ thuật xét nghiệm y học,19.05,B00,dai_tra,khong,co_so_chinh,toan_quoc,7720601,,312
2023,Khoa Y Dược - Đại học Đà Nẵng,7720601,Kỹ thuật xét nghiệm y học,19.05,B08,dai_tra,khong,co_so_chinh,toan_quoc,7720601,,312
2024,Khoa Y Dược - Đại học Đà Nẵng,7720601,Kỹ thuật xét nghiệm y học,22.35,B00,dai_tra,khong,co_so_chinh,toan_quoc,7720601,,312
2024,Khoa Y Dược - Đại học Đà Nẵng,7720601,Kỹ thuật xét nghiệm y học,22.35,B08,dai_tra,khong,co_so_chinh,toan_quoc,7720601,,312
2025,Khoa Y Dược - Đại học Đà Nẵng,7720601,Kỹ thuật xét nghiệm y học,19.85,A00,dai_tra,khong,co_so_chinh,toan_quoc,7720601,,312
2025,Khoa Y Dược - Đại học Đà Nẵng,7720601,Kỹ thuật xét nghiệm y học,19.85,B00,dai_tra,khong,co_so_chinh,toan_quoc,7720601,,312
2025,Khoa Y Dược - Đại học Đà Nẵng,7720601,Kỹ thuật xét nghiệm y học,19.85,B08,dai_tra,khong,co_so_chinh,toan_quoc,7720601,,312
2025,Khoa Y Dược - Đại học Đà Nẵng,7720601,Kỹ thuật xét nghiệm y học,19.85,D07,dai_tra,khong,co_so_chinh,toan_quoc,7720601,,312
2018,Đại học Kỹ thuật Y Dược Đà Nẵng,7720101,Y khoa,22.65,B00,dai_tra,khong,co_so_chinh,toan_quoc,7720101,SI >= 6.25;TTNV <= 9,315
2019,Đại học Kỹ thuật Y Dược Đà Nẵng,7720101,Y khoa,24.4,B00,dai_tra,khong,co_so_chinh,toan_quoc,7720101,Tiêu chí phụ: SI >= 7; TTNV <= 3,315
2020,Đại học Kỹ thuật Y Dược Đà Nẵng,7720101,Y khoa,26.8,B00,dai_tra,khong,co_so_chinh,toan_quoc,7720101,,315
2021,Đại học Kỹ thuật Y Dược Đà Nẵng,7720101,Y khoa,26.6,B00,dai_tra,khong,co_so_chinh,toan_quoc,7720101,SI>=8.25; TTNV <=7,315
2022,Đại học Kỹ thuật Y Dược Đà Nẵng,7720101,Y khoa,25.55,B00,dai_tra,khong,co_so_chinh,toan_quoc,7720101,,315
2023,Đại học Kỹ thuật Y Dược Đà Nẵng,7720101,Y khoa,26.0,B00,dai_tra,khong,co_so_chinh,toan_quoc,7720101,,315
2023,Đại học Kỹ thuật Y Dược Đà Nẵng,7720101,Y khoa,26.0,D07,dai_tra,khong,co_so_chinh,toan_quoc,7720101,,315
2023,Đại học Kỹ thuật Y Dược Đà Nẵng,7720101,Y khoa,26.0,D08,dai_tra,khong,co_so_chinh,toan_quoc,7720101,,315
2024,Đại học Kỹ thuật Y Dược Đà Nẵng,7720101,Y khoa,25.47,B00,dai_tra,khong,co_so_chinh,toan_quoc,7720101,,315
2025,Đại học Kỹ thuật Y Dược Đà Nẵng,7720101,Y khoa,22.85,A00,dai_tra,khong,co_so_chinh,toan_quoc,7720101,,315
2025,Đại học Kỹ thuật Y Dược Đà Nẵng,7720101,Y khoa,22.85,B00,dai_tra,khong,co_so_chinh,toan_quoc,7720101,,315
2025,Đại học Kỹ thuật Y Dược Đà Nẵng,7720101,Y khoa,22.85,B08,dai_tra,khong,co_so_chinh,toan_quoc,7720101,,315
2025,Đại học Kỹ thuật Y Dược Đà Nẵng,7720101,Y khoa,22.85,D07,dai_tra,khong,co_so_chinh,toan_quoc,7720101,,315
2023,Đại học Kỹ thuật Y Dược Đà Nẵng,7720110,Y học dự phòng,21.25,B00,dai_tra,khong,co_so_chinh,toan_quoc,7720110,,315
2023,Đại học Kỹ thuật Y Dược Đà Nẵng,7720110,Y học dự phòng,21.25,D07,dai_tra,khong,co_so_chinh,toan_quoc,7720110,,315
2023,Đại học Kỹ thuật Y Dược Đà Nẵng,7720110,Y học dự phòng,21.25,D08,dai_tra,khong,co_so_chinh,toan_quoc,7720110,,315
2018,Đại học Kỹ thuật Y Dược Đà Nẵng,7720201,Dược học,21.15,B00,dai_tra,khong,co_so_chinh,toan_quoc,7720201,HO >= 6.25;TTNV <= 3,315
2019,Đại học Kỹ thuật Y Dược Đà Nẵng,7720201,Dược học,22.6,B00,dai_tra,khong,co_so_chinh,toan_quoc,7720201,Tiêu chí phụ: H0 >=6; TTNV <=8,315
2020,Đại học Kỹ thuật Y Dược Đà Nẵng,7720201,Dược học,25.6,B00,dai_tra,khong,co_so_chinh,toan_quoc,7720201,,315
2021,Đại học Kỹ thuật Y Dược Đà Nẵng,7720201,Dược học,25.0,B00,dai_tra,khong,co_so_chinh,toan_quoc,7720201,HO>=7.25; TTNV <=11,315
2022,Đại học Kỹ thuật Y Dược Đà Nẵng,7720201,Dược học,23.7,B00,dai_tra,khong,co_so_chinh,toan_quoc,7720201,,315
2023,Đại học Kỹ thuật Y Dược Đà Nẵng,7720201,Dược học,24.7,A00,dai_tra,khong,co_so_chinh,toan_quoc,7720201,,315
2023,Đại học Kỹ thuật Y Dược Đà Nẵng,7720201,Dược học,24.7,B00,dai_tra,khong,co_so_chinh,toan_quoc,7720201,,315
2023,Đại học Kỹ thuật Y Dược Đà Nẵng,7720201,Dược học,24.7,D07,dai_tra,khong,co_so_chinh,toan_quoc,7720201,,315
2024,Đại học Kỹ thuật Y Dược Đà Nẵng,7720201,Dược học,23.6,B00,dai_tra,khong,co_so_chinh,toan_quoc,7720201,,315
2025,Đại học Kỹ thuật Y Dược Đà Nẵng,7720201,Dược học,19.0,A00,dai_tra,khong,co_so_chinh,toan_quoc,7720201,,315
2025,Đại học Kỹ thuật Y Dược Đà Nẵng,7720201,Dược học,19.0,B00,dai_tra,khong,co_so_chinh,toan_quoc,7720201,,315
2025,Đại học Kỹ thuật Y Dược Đà Nẵng,7720201,Dược học,19.0,B08,dai_tra,khong,co_so_chinh,toan_quoc,7720201,,315
2025,Đại học Kỹ thuật Y Dược Đà Nẵng,7720201,Dược học,19.0,D07,dai_tra,khong,co_so_chinh,toan_quoc,7720201,,315
2022,Đại học Kỹ thuật Y Dược Đà Nẵng,7720301,Điều dưỡng,19.0,B00,dai_tra,khong,co_so_chinh,toan_quoc,7720301,,315
2023,Đại học Kỹ thuật Y Dược Đà Nẵng,7720301,Điều dưỡng,20.0,B00,dai_tra,khong,co_so_chinh,toan_quoc,7720301,,315
2023,Đại học Kỹ thuật Y Dược Đà Nẵng,7720301,Điều dưỡng,20.0,D07,dai_tra,khong,co_so_chinh,toan_quoc,7720301,,315
2023,Đại học Kỹ thuật Y Dược Đà Nẵng,7720301,Điều dưỡng,20.0,D08,dai_tra,khong,co_so_chinh,toan_quoc,7720301,,315
2018,Đại học Kỹ thuật Y Dược Đà Nẵng,7720301,Điều dưỡng đa khoa,18.5,B00,dai_tra,khong,co_so_chinh,toan_quoc,7720301A,SI >= 5;TTNV <= 1,315
2019,Đại học Kỹ thuật Y Dược Đà Nẵng,7720301,Điều dưỡng đa khoa,18.0,B00,dai_tra,khong,co_so_chinh,toan_quoc,7720301A,Tiêu chí phụ: SI >= 4.25; TTNV <=3,315
2020,Đại học Kỹ thuật Y Dược Đà Nẵng,7720301,Điều dưỡng đa khoa,19.0,B00,dai_tra,khong,co_so_chinh,toan_quoc,7720301A,,315
2021,Đại học Kỹ thuật Y Dược Đà Nẵng,7720301,Điều dưỡng đa khoa,19.0,B00,dai_tra,khong,co_so_chinh,toan_quoc,7720301A,SI>=6.25; TTNV <=1,315
2024,Đại học Kỹ thuật Y Dược Đà Nẵng,7720301,Điều dưỡng đa khoa,20.9,B00,dai_tra,khong,co_so_chinh,toan_quoc,7720301A,,315
2025,Đại học Kỹ thuật Y Dược Đà Nẵng,7720301,Điều dưỡng đa khoa,20.5,A00,dai_tra,khong,co_so_chinh,toan_quoc,7720301A,,315
2025,Đại học Kỹ thuật Y Dược Đà Nẵng,7720301,Điều dưỡng đa khoa,20.5,B00,dai_tra,khong,co_so_chinh,toan_quoc,7720301A,,315
2025,Đại học Kỹ thuật Y Dược Đà Nẵng,7720301,Điều dưỡng đa khoa,20.5,B08,dai_tra,khong,co_so_chinh,toan_quoc,7720301A,,315
2025,Đại học Kỹ thuật Y Dược Đà Nẵng,7720301,Điều dưỡng đa khoa,20.5,D07,dai_tra,khong,co_so_chinh,toan_quoc,7720301A,,315
2018,Đại học Kỹ thuật Y Dược Đà Nẵng,7720301,Điều dưỡng nha khoa,18.5,B00,dai_tra,khong,co_so_chinh,toan_quoc,7720301B,SI >= 6;TTNV <= 1,315
2019,Đại học Kỹ thuật Y Dược Đà Nẵng,7720301,Điều dưỡng nha khoa,18.0,B00,dai_tra,khong,co_so_chinh,toan_quoc,7720301B,Tiêu chí phụ: SI >= 5.25; TTNV <= 3,315
2020,Đại học Kỹ thuật Y Dược Đà Nẵng,7720301,Điều dưỡng nha khoa,19.2,B00,dai_tra,khong,co_so_chinh,toan_quoc,7720301B,,315
2021,Đại học Kỹ thuật Y Dược Đà Nẵng,7720301,Điều dưỡng nha khoa,19.0,B00,dai_tra,khong,co_so_chinh,toan_quoc,7720301B,SI>=7.25; TTNV <=1,315
2024,Đại học Kỹ thuật Y Dược Đà Nẵng,7720301,Điều dưỡng nha khoa,20.6,B00,dai_tra,khong,co_so_chinh,toan_quoc,7720301B,,315
2025,Đại học Kỹ thuật Y Dược Đà Nẵng,7720301,Điều dưỡng nha khoa,20.5,A00,dai_tra,khong,co_so_chinh,toan_quoc,7720301B,,315
2025,Đại học Kỹ thuật Y Dược Đà Nẵng,7720301,Điều dưỡng nha khoa,20.5,B00,dai_tra,khong,co_so_chinh,toan_quoc,7720301B,,315
2025,Đại học Kỹ thuật Y Dược Đà Nẵng,7720301,Điều dưỡng nha khoa,20.5,B08,dai_tra,khong,co_so_chinh,toan_quoc,7720301B,,315
2025,Đại học Kỹ thuật Y Dược Đà Nẵng,7720301,Điều dưỡng nha khoa,20.5,D07,dai_tra,khong,co_so_chinh,toan_quoc,7720301B,,315
2018,Đại học Kỹ thuật Y Dược Đà Nẵng,7720301,Điều dưỡng gây mê hồi sức,17.8,B00,dai_tra,khong,co_so_chinh,toan_quoc,7720301C,SI >= 4.5;TTNV <= 1,315
2019,Đại học Kỹ thuật Y Dược Đà Nẵng,7720301,Điều dưỡng gây mê hồi sức,18.0,B00,dai_tra,khong,co_so_chinh,toan_quoc,7720301C,Tiêu chí phụ: SI >= 4.25; TTNV <= 6,315
2020,Đại học Kỹ thuật Y Dược Đà Nẵng,7720301,Điều dưỡng gây mê hồi sức,19.2,B00,dai_tra,khong,co_so_chinh,toan_quoc,7720301C,,315
2021,Đại học Kỹ thuật Y Dược Đà Nẵng,7720301,Điều dưỡng gây mê hồi sức,19.0,B00,dai_tra,khong,co_so_chinh,toan_quoc,7720301C,SI>=4.75; TTNV <=2,315
2024,Đại học Kỹ thuật Y Dược Đà Nẵng,7720301,Điều dưỡng gây mê hồi sức,20.0,B00,dai_tra,khong,co_so_chinh,toan_quoc,7720301C,,315
2025,Đại học Kỹ thuật Y Dược Đà Nẵng,7720301,Điều dưỡng gây mê hồi sức,20.7,A00,dai_tra,khong,co_so_chinh,toan_quoc,7720301C,,315
2025,Đại học Kỹ thuật Y Dược Đà Nẵng,7720301,Điều dưỡng gây mê hồi sức,20.7,B00,dai_tra,khong,co_so_chinh,toan_quoc,7720301C,,315
2025,Đại học Kỹ thuật Y Dược Đà Nẵng,7720301,Điều dưỡng gây mê hồi sức,20.7,B08,dai_tra,khong,co_so_chinh,toan_quoc,7720301C,,315
2025,Đại học Kỹ thuật Y Dược Đà Nẵng,7720301,Điều dưỡng gây mê hồi sức,20.7,D07,dai_tra,khong,co_so_chinh,toan_quoc,7720301C,,315
2018,Đại học Kỹ thuật Y Dược Đà Nẵng,7720301,Điều dưỡng phụ sản,17.5,B00,dai_tra,khong,co_so_chinh,toan_quoc,7720301D,SI >= 5;TTNV <= 4,315
2019,Đại học Kỹ thuật Y Dược Đà Nẵng,7720301,Điều dưỡng phụ sản,18.0,B00,dai_tra,khong,co_so_chinh,toan_quoc,7720301D,Tiêu chí phụ: SI >= 5.75; TTNV <= 4,315
2020,Đại học Kỹ thuật Y Dược Đà Nẵng,7720301,Điều dưỡng phụ sản,19.0,B00,dai_tra,khong,co_so_chinh,toan_quoc,7720301D,,315
2021,Đại học Kỹ thuật Y Dược Đà Nẵng,7720301,Điều dưỡng phụ sản,19.0,B00,dai_tra,khong,co_so_chinh,toan_quoc,7720301D,SI>=6.5; TTNV <=6,315
2023,Đại học Kỹ thuật Y Dược Đà Nẵng,7720302,Hộ sinh,19.0,B00,dai_tra,khong,co_so_chinh,toan_quoc,7720302,,315
2023,Đại học Kỹ thuật Y Dược Đà Nẵng,7720302,Hộ sinh,19.0,D07,dai_tra,khong,co_so_chinh,toan_quoc,7720302,,315
2023,Đại học Kỹ thuật Y Dược Đà Nẵng,7720302,Hộ sinh,19.0,D08,dai_tra,khong,co_so_chinh,toan_quoc,7720302,,315
2023,Đại học Kỹ thuật Y Dược Đà Nẵng,7720501,Răng- Hàm -Mặt,26.25,B00,dai_tra,khong,co_so_chinh,toan_quoc,7720501,,315
2023,Đại học Kỹ thuật Y Dược Đà Nẵng,7720501,Răng- Hàm -Mặt,26.25,D07,dai_tra,khong,co_so_chinh,toan_quoc,7720501,,315
2023,Đại học Kỹ thuật Y Dược Đà Nẵng,7720501,Răng- Hàm -Mặt,26.25,D08,dai_tra,khong,co_so_chinh,toan_quoc,7720501,,315
2018,Đại học Kỹ thuật Y Dược Đà Nẵng,7720601,Kỹ thuật xét nghiệm y học,20.25,B00,dai_tra,khong,co_so_chinh,toan_quoc,7720601,SI >= 6.75;TTNV <= 3,315
